"FileName","FullPath","SizeBytes","SizeMB","LastModified","DuplicateCount"
"PolygonsSet.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\euclidean\twod\class-use\PolygonsSet.html","9779","0.01","2013-04-02 12:29:14","2"
"PolygonsSet.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\euclidean\twod\PolygonsSet.html","34578","0.03","2013-04-02 12:29:10","2"
"Vector2D.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\euclidean\twod\class-use\Vector2D.html","45822","0.04","2013-04-02 12:29:14","2"
"Vector2D.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\euclidean\twod\Vector2D.html","78772","0.08","2013-04-02 12:29:10","2"
"Vector2DFormat.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\euclidean\twod\class-use\Vector2DFormat.html","9661","0.01","2013-04-02 12:29:14","2"
"Vector2DFormat.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\euclidean\twod\Vector2DFormat.html","33626","0.03","2013-04-02 12:29:10","2"
"AbstractRegion.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\AbstractRegion.html","61200","0.06","2013-04-02 12:29:10","2"
"AbstractRegion.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\AbstractRegion.html","17428","0.02","2013-04-02 12:29:14","2"
"AbstractSubHyperplane.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\AbstractSubHyperplane.html","43719","0.04","2013-04-02 12:29:10","2"
"AbstractSubHyperplane.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\AbstractSubHyperplane.html","27532","0.03","2013-04-02 12:29:14","2"
"BoundaryAttribute.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\BoundaryAttribute.html","18602","0.02","2013-04-02 12:29:10","2"
"BoundaryAttribute.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\BoundaryAttribute.html","6377","0.01","2013-04-02 12:29:14","2"
"BSPTree.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\BSPTree.html","44614","0.04","2013-04-02 12:29:10","2"
"BSPTree.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\BSPTree.html","50808","0.05","2013-04-02 12:29:14","2"
"BSPTree.LeafMerger.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\BSPTree.LeafMerger.html","15277","0.01","2013-04-02 12:29:10","2"
"BSPTree.LeafMerger.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\BSPTree.LeafMerger.html","9702","0.01","2013-04-02 12:29:14","2"
"BSPTreeVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\BSPTreeVisitor.html","18792","0.02","2013-04-02 12:29:10","2"
"BSPTreeVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\BSPTreeVisitor.html","8939","0.01","2013-04-02 12:29:14","2"
"BSPTreeVisitor.Order.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\BSPTreeVisitor.Order.html","23050","0.02","2013-04-02 12:29:10","2"
"BSPTreeVisitor.Order.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\BSPTreeVisitor.Order.html","10695","0.01","2013-04-02 12:29:14","2"
"Embedding.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\Embedding.html","10423","0.01","2013-04-02 12:29:14","2"
"Embedding.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\Embedding.html","15155","0.01","2013-04-02 12:29:10","2"
"Hyperplane.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\Hyperplane.html","58411","0.06","2013-04-02 12:29:14","2"
"Hyperplane.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\Hyperplane.html","17363","0.02","2013-04-02 12:29:10","2"
"Region.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\Region.html","58038","0.06","2013-04-02 12:29:14","2"
"Region.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\Region.html","32409","0.03","2013-04-02 12:29:10","2"
"Region.Location.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\Region.Location.html","14933","0.01","2013-04-02 12:29:14","2"
"Region.Location.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\Region.Location.html","19959","0.02","2013-04-02 12:29:10","2"
"RegionFactory.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\RegionFactory.html","6337","0.01","2013-04-02 12:29:14","2"
"RegionFactory.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\RegionFactory.html","29553","0.03","2013-04-02 12:29:10","2"
"Side.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\Side.html","20659","0.02","2013-04-02 12:29:14","2"
"Side.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\Side.html","19998","0.02","2013-04-02 12:29:10","2"
"SubHyperplane.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\SubHyperplane.html","50298","0.05","2013-04-02 12:29:14","2"
"SubHyperplane.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\SubHyperplane.html","22427","0.02","2013-04-02 12:29:10","2"
"SubHyperplane.SplitSubHyperplane.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\SubHyperplane.SplitSubHyperplane.html","19094","0.02","2013-04-02 12:29:14","2"
"SubHyperplane.SplitSubHyperplane.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\SubHyperplane.SplitSubHyperplane.html","18477","0.02","2013-04-02 12:29:10","2"
"Transform.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\class-use\Transform.html","13809","0.01","2013-04-02 12:29:14","2"
"Transform.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\Transform.html","18024","0.02","2013-04-02 12:29:10","2"
"AVLTree.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\utilities\AVLTree.html","27033","0.03","2013-04-02 12:29:10","2"
"AVLTree.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\utilities\class-use\AVLTree.html","6428","0.01","2013-04-02 12:29:14","2"
"AVLTree.Node.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\utilities\AVLTree.Node.html","16636","0.02","2013-04-02 12:29:10","2"
"AVLTree.Node.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\utilities\class-use\AVLTree.Node.html","12585","0.01","2013-04-02 12:29:14","2"
"OrderedTuple.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\utilities\class-use\OrderedTuple.html","9107","0.01","2013-04-02 12:29:14","2"
"OrderedTuple.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\geometry\partitioning\utilities\OrderedTuple.html","21733","0.02","2013-04-02 12:29:10","2"
"AbstractFieldMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\AbstractFieldMatrix.html","233088","0.22","2013-04-02 12:29:12","2"
"AbstractFieldMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\AbstractFieldMatrix.html","9581","0.01","2013-04-02 12:29:16","2"
"AbstractRealMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\AbstractRealMatrix.html","170016","0.16","2013-04-02 12:29:12","2"
"AbstractRealMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\AbstractRealMatrix.html","9885","0.01","2013-04-02 12:29:16","2"
"AnyMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\AnyMatrix.html","11767","0.01","2013-04-02 12:29:12","2"
"AnyMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\AnyMatrix.html","21413","0.02","2013-04-02 12:29:16","2"
"Array2DRowFieldMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\Array2DRowFieldMatrix.html","145720","0.14","2013-04-02 12:29:12","2"
"Array2DRowFieldMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\Array2DRowFieldMatrix.html","14835","0.01","2013-04-02 12:29:16","2"
"Array2DRowRealMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\Array2DRowRealMatrix.html","105081","0.1","2013-04-02 12:29:12","2"
"Array2DRowRealMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\Array2DRowRealMatrix.html","30987","0.03","2013-04-02 12:29:16","2"
"ArrayFieldVector.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\ArrayFieldVector.html","163880","0.16","2013-04-02 12:29:12","2"
"ArrayFieldVector.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\ArrayFieldVector.html","29960","0.03","2013-04-02 12:29:16","2"
"ArrayRealVector.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\ArrayRealVector.html","127685","0.12","2013-04-02 12:29:12","2"
"ArrayRealVector.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\ArrayRealVector.html","23712","0.02","2013-04-02 12:29:16","2"
"BlockFieldMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\BlockFieldMatrix.html","206026","0.2","2013-04-02 12:29:12","2"
"BlockFieldMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\BlockFieldMatrix.html","15324","0.01","2013-04-02 12:29:16","2"
"BlockRealMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\BlockRealMatrix.html","158482","0.15","2013-04-02 12:29:12","2"
"BlockRealMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\BlockRealMatrix.html","20012","0.02","2013-04-02 12:29:16","2"
"CholeskyDecomposition.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\CholeskyDecomposition.html","25444","0.02","2013-04-02 12:29:12","2"
"CholeskyDecomposition.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\CholeskyDecomposition.html","6216","0.01","2013-04-02 12:29:16","2"
"ConjugateGradient.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\ConjugateGradient.html","6176","0.01","2013-04-02 12:29:16","2"
"ConjugateGradient.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\ConjugateGradient.html","31422","0.03","2013-04-02 12:29:12","2"
"DecompositionSolver.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\DecompositionSolver.html","11447","0.01","2013-04-02 12:29:16","2"
"DecompositionSolver.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\DecompositionSolver.html","14585","0.01","2013-04-02 12:29:12","2"
"DefaultFieldMatrixChangingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\DefaultFieldMatrixChangingVisitor.html","6336","0.01","2013-04-02 12:29:16","2"
"DefaultFieldMatrixChangingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\DefaultFieldMatrixChangingVisitor.html","20521","0.02","2013-04-02 12:29:12","2"
"DefaultFieldMatrixPreservingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\DefaultFieldMatrixPreservingVisitor.html","6356","0.01","2013-04-02 12:29:16","2"
"DefaultFieldMatrixPreservingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\DefaultFieldMatrixPreservingVisitor.html","20290","0.02","2013-04-02 12:29:12","2"
"DefaultIterativeLinearSolverEvent.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\DefaultIterativeLinearSolverEvent.html","6336","0.01","2013-04-02 12:29:16","2"
"DefaultIterativeLinearSolverEvent.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\DefaultIterativeLinearSolverEvent.html","32514","0.03","2013-04-02 12:29:12","2"
"DefaultRealMatrixChangingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\DefaultRealMatrixChangingVisitor.html","6326","0.01","2013-04-02 12:29:16","2"
"DefaultRealMatrixChangingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\DefaultRealMatrixChangingVisitor.html","17087","0.02","2013-04-02 12:29:12","2"
"DefaultRealMatrixPreservingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\DefaultRealMatrixPreservingVisitor.html","6346","0.01","2013-04-02 12:29:16","2"
"DefaultRealMatrixPreservingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\DefaultRealMatrixPreservingVisitor.html","17048","0.02","2013-04-02 12:29:12","2"
"DiagonalMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\DiagonalMatrix.html","12758","0.01","2013-04-02 12:29:16","2"
"DiagonalMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\DiagonalMatrix.html","54242","0.05","2013-04-02 12:29:12","2"
"EigenDecomposition.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\EigenDecomposition.html","6186","0.01","2013-04-02 12:29:16","2"
"EigenDecomposition.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\EigenDecomposition.html","35905","0.03","2013-04-02 12:29:12","2"
"FieldDecompositionSolver.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\FieldDecompositionSolver.html","8616","0.01","2013-04-02 12:29:16","2"
"FieldDecompositionSolver.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\FieldDecompositionSolver.html","16602","0.02","2013-04-02 12:29:12","2"
"FieldLUDecomposition.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\FieldLUDecomposition.html","6206","0.01","2013-04-02 12:29:16","2"
"FieldLUDecomposition.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\FieldLUDecomposition.html","22511","0.02","2013-04-02 12:29:12","2"
"FieldMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\FieldMatrix.html","86928","0.08","2013-04-02 12:29:16","2"
"FieldMatrix.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\FieldMatrix.html","154493","0.15","2013-04-02 12:29:12","2"
"FieldMatrixChangingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\FieldMatrixChangingVisitor.html","30168","0.03","2013-04-02 12:29:16","2"
"FieldMatrixChangingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\FieldMatrixChangingVisitor.html","12600","0.01","2013-04-02 12:29:12","2"
"FieldMatrixPreservingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\FieldMatrixPreservingVisitor.html","30270","0.03","2013-04-02 12:29:16","2"
"FieldMatrixPreservingVisitor.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\FieldMatrixPreservingVisitor.html","12303","0.01","2013-04-02 12:29:12","2"
"FieldVector.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\FieldVector.html","115089","0.11","2013-04-02 12:29:16","2"
"FieldVector.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\FieldVector.html","64151","0.06","2013-04-02 12:29:12","2"
"IllConditionedOperatorException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\IllConditionedOperatorException.html","19067","0.02","2013-04-02 12:29:16","2"
"IllConditionedOperatorException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\IllConditionedOperatorException.html","17233","0.02","2013-04-02 12:29:12","2"
"IterativeLinearSolver.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\IterativeLinearSolver.html","9427","0.01","2013-04-02 12:29:16","2"
"IterativeLinearSolver.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\IterativeLinearSolver.html","33233","0.03","2013-04-02 12:29:12","2"
"IterativeLinearSolverEvent.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\IterativeLinearSolverEvent.html","8506","0.01","2013-04-02 12:29:16","2"
"IterativeLinearSolverEvent.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\IterativeLinearSolverEvent.html","24059","0.02","2013-04-02 12:29:12","2"
"JacobiPreconditioner.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\JacobiPreconditioner.html","8539","0.01","2013-04-02 12:29:16","2"
"JacobiPreconditioner.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\JacobiPreconditioner.html","21223","0.02","2013-04-02 12:29:12","2"
"LUDecomposition.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\LUDecomposition.html","6156","0.01","2013-04-02 12:29:16","2"
"LUDecomposition.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\LUDecomposition.html","21560","0.02","2013-04-02 12:29:12","2"
"MatrixDimensionMismatchException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\MatrixDimensionMismatchException.html","67147","0.06","2013-04-02 12:29:16","2"
"MatrixDimensionMismatchException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\MatrixDimensionMismatchException.html","21890","0.02","2013-04-02 12:29:12","2"
"MatrixUtils.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\MatrixUtils.html","6116","0.01","2013-04-02 12:29:16","2"
"MatrixUtils.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\MatrixUtils.html","102712","0.1","2013-04-02 12:29:12","2"
"NonPositiveDefiniteMatrixException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\NonPositiveDefiniteMatrixException.html","11791","0.01","2013-04-02 12:29:16","2"
"NonPositiveDefiniteMatrixException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\NonPositiveDefiniteMatrixException.html","21475","0.02","2013-04-02 12:29:12","2"
"NonPositiveDefiniteOperatorException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\NonPositiveDefiniteOperatorException.html","17676","0.02","2013-04-02 12:29:16","2"
"NonPositiveDefiniteOperatorException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\NonPositiveDefiniteOperatorException.html","17574","0.02","2013-04-02 12:29:12","2"
"NonSelfAdjointOperatorException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\NonSelfAdjointOperatorException.html","19067","0.02","2013-04-02 12:29:16","2"
"NonSelfAdjointOperatorException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\NonSelfAdjointOperatorException.html","17609","0.02","2013-04-02 12:29:12","2"
"NonSquareMatrixException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\NonSquareMatrixException.html","16866","0.02","2013-04-02 12:29:16","2"
"NonSquareMatrixException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\NonSquareMatrixException.html","19131","0.02","2013-04-02 12:29:12","2"
"NonSquareOperatorException.html","C:\MyData\OLD DOK\PROJECT\commons-math3-3.2-bin\commons-math3-3.2\docs\apidocs\org\apache\commons\math3\linear\class-use\NonSquareOperatorException.html","36070","0.03","2013-04-02 12:29:16","2"
